EmployeeID,EmployeeName,Department,Gender,Ethnicity,Region,MonthlySalary,HireDate,ExitDate,AttritionFlag,PerformanceRating,HighPerformerAttrition,ReasonForLeaving,TenureYears,TenureBucket
1222,Nancy Lewis,Finance,Female,Black,South America,45604,2019-03-24,,0,Standard,0,,2.78,1-3 Years
1223,Terry Ingram,Finance,Male,Other,South America,40171,2017-07-31,,0,Standard,0,,4.42,3-5 Years
1224,Jeremy Bailey,Finance,Male,Black,Asia,52146,2021-01-27,,0,High,0,,0.93,0-1 Years
1225,Jennifer Cox,Finance,Female,Asian,South America,69900,2017-04-15,,0,High,0,,4.72,3-5 Years
1226,Mary Bonilla,Finance,Female,Asian,South America,89437,2018-02-26,,0,Standard,0,,3.85,3-5 Years
1227,Rebecca Miles,Finance,Male,Black,Asia,58093,2018-01-14,2021-08-08,1,Standard,0,Work-Life Balance,3.57,3-5 Years
1228,Alexander Raymond,Finance,Male,Asian,Asia,74727,2017-05-20,,0,Standard,0,,4.62,3-5 Years
1229,Robert Bailey,Finance,Male,Other,Asia,49592,2020-07-30,,0,Standard,0,,1.42,1-3 Years
1230,Hannah Marquez,Finance,Male,Asian,South America,44170,2019-05-07,,0,Standard,0,,2.65,1-3 Years
1231,Mrs. Jessica Navarro,Finance,Male,Other,Asia,100074,2019-09-20,,0,Standard,0,,2.28,1-3 Years
1232,Maureen Flores,Finance,Female,Other,South America,67288,2019-04-15,,0,Standard,0,,2.72,1-3 Years
1233,Christine Cook,Finance,Female,Asian,Europe,71089,2019-05-15,,0,High,0,,2.63,1-3 Years
1234,Lori Johns,Finance,Male,Asian,North America,99166,2017-02-28,,0,Standard,0,,4.84,3-5 Years
1235,Rebecca Stewart,Finance,Male,Asian,Asia,42497,2021-03-27,,0,Standard,0,,0.76,0-1 Years
1236,Hannah Meyers,Finance,Male,Other,Europe,67051,2019-02-21,,0,Standard,0,,2.86,1-3 Years
1237,Cassandra Anderson,Finance,Male,Black,Asia,61199,2016-01-27,,0,Standard,0,,5.93,5+ Years
1238,Donna Leblanc,Finance,Male,Asian,South America,66664,2020-03-19,,0,High,0,,1.79,1-3 Years
1239,Aaron White,Finance,Female,Asian,South America,42167,2018-11-10,2021-12-08,1,Standard,0,Better Opportunity,3.08,3-5 Years
1240,Steven Beasley,Finance,Male,Asian,North America,59935,2020-12-25,2021-11-05,1,Standard,0,Better Opportunity,0.86,0-1 Years
1241,Amber Smith,Finance,Male,Black,South America,50818,2021-02-07,,0,Standard,0,,0.9,0-1 Years
1242,Patricia Rivera,Finance,Male,Asian,North America,51131,2016-11-24,,0,Standard,0,,5.1,5+ Years
1243,Felicia Mendoza,Finance,Male,Black,North America,63431,2018-06-23,,0,Standard,0,,3.53,3-5 Years
1244,Karen Barber,Finance,Male,Other,Europe,71055,2018-10-19,,0,Standard,0,,3.2,3-5 Years
1245,Connie Mccall,Finance,Male,Black,North America,109208,2020-07-14,,0,High,0,,1.47,1-3 Years
1246,Scott Conley,Finance,Female,Other,South America,99099,2019-08-06,,0,High,0,,2.41,1-3 Years
1247,Melinda Cooke,Finance,Female,Asian,North America,53511,2018-02-15,,0,Standard,0,,3.88,3-5 Years
1248,Jeremy Murphy,Finance,Female,Black,North America,117948,2019-03-05,,0,Standard,0,,2.83,1-3 Years
1249,Alyssa Riddle,Finance,Male,Asian,North America,115395,2019-03-17,,0,High,0,,2.79,1-3 Years
1250,Terrence Howard,Finance,Female,Asian,Europe,59202,2020-02-17,,0,Standard,0,,1.87,1-3 Years
